-1,log,begin header for RandD2_SiW23_17july2013,true
-1,set,axis 1 conversion_factor,6897.92
-1,set,mandrel_axis,2
-1,set,axis 1 accel_decel,500000
-1,set,current_bilayer,0
-1,set,axis 2 conversion_factor,600.521
-1,set,run_name,RandD2_SiW23_17july2013
-1,set,axis 2 steps_in_rev,36000
-1,set,platen_axis,1
-1,set,cathode 1 name,cathode 1
-1,set,axis 3 conversion_factor,262.322834646
-1,set,current_sweep_iterations,0
-1,set,axis 3 accel_decel,50000
-1,set,N,10
-1,set,chamber_name,R&D2
-1,set,axis 1 name,platen
-1,set,linear_stage_axis,3
-1,set,axis 2 name,rotary stage
-1,set,axis 1 steps_in_rev,412500
-1,set,current_N,0
-1,set,axis 3 name,linear stage
-1,set,cathode 2 deposition_rate,2.8
-1,set,axis 2 accel_decel,50000
-1,set,cathode 2 name,cathode 2
-1,set,axis 3 steps_in_rev,53304
-1,set,cathode 1 deposition_rate,2.7
-1,log,N = 10,false
-1,log,axis 1 accel_decel = 500000,false
-1,log,axis 1 conversion_factor = 6897.92,false
-1,log,axis 1 name = platen,false
-1,log,axis 1 steps_in_rev = 412500,false
-1,log,axis 2 accel_decel = 50000,false
-1,log,axis 2 conversion_factor = 600.521,false
-1,log,axis 2 name = rotary stage,false
-1,log,axis 2 steps_in_rev = 36000,false
-1,log,axis 3 accel_decel = 50000,false
-1,log,axis 3 conversion_factor = 262.322834646,false
-1,log,axis 3 name = linear stage,false
-1,log,axis 3 steps_in_rev = 53304,false
-1,log,cathode 1 deposition_rate = 2.7,false
-1,log,cathode 1 name = cathode 1,false
-1,log,cathode 2 deposition_rate = 2.8,false
-1,log,cathode 2 name = cathode 2,false
-1,log,chamber_name = R&D2,false
-1,log,current_N = 0,false
-1,log,current_bilayer = 0,false
-1,log,current_sweep_iterations = 0,false
-1,log,linear_stage_axis = 3,false
-1,log,mandrel_axis = 2,false
-1,log,platen_axis = 1,false
-1,log,run_name = RandD2_SiW23_17july2013,false
0,log,,false
1,log,starting layer 1,false
2,log,starting bilayer 1,false
3,set,current_N,1
4,set,current_bilayer,1
5,set,current_sweep_iterations,6.0
6,log,ofsetting platen back -0.0 degrees,false
7,move_angle,1,0,20693.76,500000
8,log,ofsetting rotary stage back -4.0 degrees,false
9,move_angle,2,-400,1801.563,50000
10,log,sweeping slave axis platen at 0.0 angle at 0.0 RPM,false
11,slave_sweep,1,start,0,0.0,500000
12,log,opening shutter 2,true
13,shutter,2,open
14,log,rotating rotary stage 6.0 times at 0.933333333333 RPM,false
15,set,current_sweep,1
16,move_angle,2,36000,560.486266667,50000
17,set,current_sweep,2
18,move_angle,2,36000,560.486266667,50000
19,set,current_sweep,3
20,move_angle,2,36000,560.486266667,50000
21,set,current_sweep,4
22,move_angle,2,36000,560.486266667,50000
23,set,current_sweep,5
24,move_angle,2,36000,560.486266667,50000
25,set,current_sweep,6
26,move_angle,2,36000,560.486266667,50000
27,log,closing shutter 2,true
28,shutter,2,close
29,log,stopping slave sweep for platen,false
30,slave_sweep,1,stop,0,0.0,500000
31,log,rezeroing rotary stage by moving 4.0 degrees,false
32,move_angle,2,400,1801.563,50000
33,log,rezero slave axis platen,false
34,slave_rezero,1,20693.76,500000
35,check_pause
36,log,moving platen 180.0 degrees,false
37,move_angle,1,206250,20693.76,500000
38,check_pause
39,log,starting bilayer 2,false
40,set,current_N,1
41,set,current_bilayer,2
42,set,current_sweep_iterations,4.0
43,log,ofsetting platen back -0.0 degrees,false
44,move_angle,1,0,20693.76,500000
45,log,ofsetting rotary stage back -4.0 degrees,false
46,move_angle,2,-400,1801.563,50000
47,log,sweeping slave axis platen at 0.0 angle at 0.0 RPM,false
48,slave_sweep,1,start,0,0.0,500000
49,log,opening shutter 1,true
50,shutter,1,open
51,log,rotating rotary stage 4.0 times at 0.9 RPM,false
52,set,current_sweep,1
53,move_angle,2,36000,540.4689,50000
54,set,current_sweep,2
55,move_angle,2,36000,540.4689,50000
56,set,current_sweep,3
57,move_angle,2,36000,540.4689,50000
58,set,current_sweep,4
59,move_angle,2,36000,540.4689,50000
60,log,closing shutter 1,true
61,shutter,1,close
62,log,stopping slave sweep for platen,false
63,slave_sweep,1,stop,0,0.0,500000
64,log,rezeroing rotary stage by moving 4.0 degrees,false
65,move_angle,2,400,1801.563,50000
66,log,rezero slave axis platen,false
67,slave_rezero,1,20693.76,500000
68,check_pause
69,log,moving platen -180.0 degrees,false
70,move_angle,1,-206250,20693.76,500000
71,check_pause
72,log,,false
73,log,starting layer 2,false
74,log,starting bilayer 1,false
75,set,current_N,2
76,set,current_bilayer,1
77,set,current_sweep_iterations,6.0
78,log,ofsetting platen back -0.0 degrees,false
79,move_angle,1,0,20693.76,500000
80,log,ofsetting rotary stage back -4.0 degrees,false
81,move_angle,2,-400,1801.563,50000
82,log,sweeping slave axis platen at 0.0 angle at 0.0 RPM,false
83,slave_sweep,1,start,0,0.0,500000
84,log,opening shutter 2,true
85,shutter,2,open
86,log,rotating rotary stage 6.0 times at 0.933333333333 RPM,false
87,set,current_sweep,1
88,move_angle,2,36000,560.486266667,50000
89,set,current_sweep,2
90,move_angle,2,36000,560.486266667,50000
91,set,current_sweep,3
92,move_angle,2,36000,560.486266667,50000
93,set,current_sweep,4
94,move_angle,2,36000,560.486266667,50000
95,set,current_sweep,5
96,move_angle,2,36000,560.486266667,50000
97,set,current_sweep,6
98,move_angle,2,36000,560.486266667,50000
99,log,closing shutter 2,true
100,shutter,2,close
101,log,stopping slave sweep for platen,false
102,slave_sweep,1,stop,0,0.0,500000
103,log,rezeroing rotary stage by moving 4.0 degrees,false
104,move_angle,2,400,1801.563,50000
105,log,rezero slave axis platen,false
106,slave_rezero,1,20693.76,500000
107,check_pause
108,log,moving platen 180.0 degrees,false
109,move_angle,1,206250,20693.76,500000
110,check_pause
111,log,starting bilayer 2,false
112,set,current_N,2
113,set,current_bilayer,2
114,set,current_sweep_iterations,4.0
115,log,ofsetting platen back -0.0 degrees,false
116,move_angle,1,0,20693.76,500000
117,log,ofsetting rotary stage back -4.0 degrees,false
118,move_angle,2,-400,1801.563,50000
119,log,sweeping slave axis platen at 0.0 angle at 0.0 RPM,false
120,slave_sweep,1,start,0,0.0,500000
121,log,opening shutter 1,true
122,shutter,1,open
123,log,rotating rotary stage 4.0 times at 0.9 RPM,false
124,set,current_sweep,1
125,move_angle,2,36000,540.4689,50000
126,set,current_sweep,2
127,move_angle,2,36000,540.4689,50000
128,set,current_sweep,3
129,move_angle,2,36000,540.4689,50000
130,set,current_sweep,4
131,move_angle,2,36000,540.4689,50000
132,log,closing shutter 1,true
133,shutter,1,close
134,log,stopping slave sweep for platen,false
135,slave_sweep,1,stop,0,0.0,500000
136,log,rezeroing rotary stage by moving 4.0 degrees,false
137,move_angle,2,400,1801.563,50000
138,log,rezero slave axis platen,false
139,slave_rezero,1,20693.76,500000
140,check_pause
141,log,moving platen -180.0 degrees,false
142,move_angle,1,-206250,20693.76,500000
143,check_pause
144,log,,false
145,log,starting layer 3,false
146,log,starting bilayer 1,false
147,set,current_N,3
148,set,current_bilayer,1
149,set,current_sweep_iterations,6.0
150,log,ofsetting platen back -0.0 degrees,false
151,move_angle,1,0,20693.76,500000
152,log,ofsetting rotary stage back -4.0 degrees,false
153,move_angle,2,-400,1801.563,50000
154,log,sweeping slave axis platen at 0.0 angle at 0.0 RPM,false
155,slave_sweep,1,start,0,0.0,500000
156,log,opening shutter 2,true
157,shutter,2,open
158,log,rotating rotary stage 6.0 times at 0.933333333333 RPM,false
159,set,current_sweep,1
160,move_angle,2,36000,560.486266667,50000
161,set,current_sweep,2
162,move_angle,2,36000,560.486266667,50000
163,set,current_sweep,3
164,move_angle,2,36000,560.486266667,50000
165,set,current_sweep,4
166,move_angle,2,36000,560.486266667,50000
167,set,current_sweep,5
168,move_angle,2,36000,560.486266667,50000
169,set,current_sweep,6
170,move_angle,2,36000,560.486266667,50000
171,log,closing shutter 2,true
172,shutter,2,close
173,log,stopping slave sweep for platen,false
174,slave_sweep,1,stop,0,0.0,500000
175,log,rezeroing rotary stage by moving 4.0 degrees,false
176,move_angle,2,400,1801.563,50000
177,log,rezero slave axis platen,false
178,slave_rezero,1,20693.76,500000
179,check_pause
180,log,moving platen 180.0 degrees,false
181,move_angle,1,206250,20693.76,500000
182,check_pause
183,log,starting bilayer 2,false
184,set,current_N,3
185,set,current_bilayer,2
186,set,current_sweep_iterations,4.0
187,log,ofsetting platen back -0.0 degrees,false
188,move_angle,1,0,20693.76,500000
189,log,ofsetting rotary stage back -4.0 degrees,false
190,move_angle,2,-400,1801.563,50000
191,log,sweeping slave axis platen at 0.0 angle at 0.0 RPM,false
192,slave_sweep,1,start,0,0.0,500000
193,log,opening shutter 1,true
194,shutter,1,open
195,log,rotating rotary stage 4.0 times at 0.9 RPM,false
